,Unnamed: 0,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science,latitude,longitude
590,590,591,501-600,Tennessee Technological University,43.3-46.6,591,-,572,-,658,-,498,-,485,594581,Tennessee,"$24,377","$9,400","$38,233",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,36.1748745,-85.50890527
591,591,592,501-600,Texas A&M International University,43.3-46.6,592,-,764,-,634,18.6,313,7.0,132,594653,Texas,"$17,411","$8,160","$44,267",0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,27.572768100000005,-99.43511529999999
592,592,593,501-600,University of Texas Rio Grande Valley,43.3-46.6,593,-,702,16.3,247,-,459,7.0,133,629910,Texas,"$17,547","$7,986","$40,567",0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,26.30715335,-98.17281873
593,593,594,501-600,Texas State University,43.3-46.6,594,-,765,16.9,107,-,435,6.4,200,594695,Texas,"$21,605","$9,490","$44,500",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,29.888476500000003,-97.94479886
594,594,595,501-600,University of Texas at Tyler,43.3-46.6,595,-,682,-,612,16.8,396,6.1,242,594710,Texas,"$20,542","$9,290","$42,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3163078,-95.25369944
595,595,596,501-600,Texas Woman's University,43.3-46.6,596,-,744,-,582,16.8,397,7.1,117,594728,Texas,"$17,530","$8,181","$44,433",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,33.226547,-97.12671074
596,596,597,501-600,Truman State University,43.3-46.6,597,-,575,-,746,17.8,350,-,676,593258,Missouri,"$14,440","$8,638","$43,733",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,40.184327,-92.58258315
597,597,598,501-600,Waynesburg University,43.3-46.6,598,-,451,-,695,-,480,-,784,594389,Pennsylvania,"$24,010","$9,820","$44,667",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,39.8992531,-80.18633972
598,598,599,501-600,Wentworth Institute of Technology,43.3-46.6,599,-,656,-,758,18.3,325,5.4,334,592991,Massachusetts,"$34,977","$13,844","$60,700",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,42.33659295,-71.09535993
599,599,600,501-600,West Virginia Wesleyan College,43.3-46.6,600,-,469,15.9,367,-,539,-,677,594944,West Virginia,"$30,752","$8,436","$41,467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9956666,-80.22645909999999
600,600,601,501-600,Whitworth University,43.3-46.6,601,-,446,16.6,177,-,564,-,638,594905,Washington,"$42,186","$11,496","$41,400",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,47.75434905,-117.417923
601,601,602,501-600,William Paterson University of New Jersey,43.3-46.6,602,-,586,-,637,-,638,7.8,62,593441,New Jersey,"$20,842","$11,317","$44,700",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,40.947469,-74.19655436
602,602,603,501-600,Wisconsin Lutheran College,43.3-46.6,603,-,405,-,537,-,540,-,779,595004,Wisconsin,"$29,140","$9,910","$40,133",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,43.03726535,-88.02194662
603,603,604,501-600,University of Wisconsin-Milwaukee,43.3-46.6,604,-,543,16.1,311,-,702,6.2,232,131667,Wisconsin,"$20,844","$10,560","$42,800",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,43.07797955,-87.88181532
604,604,605,> 600,University of Akron,30.3-43.2,605,-,504,16.1,285,-,776,5.1,359,593879,Ohio,"$18,801","$12,296","$35,267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,41.07604775,-81.51198858
605,605,606,> 600,Albertus Magnus College,30.3-43.2,606,-,710,-,663,-,484,5.2,348,592088,Connecticut,"$31,140","$13,000","$51,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3327975,-72.92262632
606,606,607,> 600,Alvernia University,30.3-43.2,607,-,576,-,714,-,633,-,527,594125,Pennsylvania,"$33,640","$11,690","$43,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,40.3099619,-75.9353046
607,607,608,> 600,Anderson University (South Carolina),30.3-43.2,608,-,759,17.4,27,-,793,-,780,595286,South Carolina,"$26,970","$9,680","$34,367",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,34.51478935,-82.63874688
608,608,609,> 600,Appalachian State University,30.3-43.2,609,-,638,17.1,65,-,506,-,774,593756,North Carolina,"$22,109","$8,173","$37,333",0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,36.21250185,-81.68510066
609,609,610,> 600,Ashland University,30.3-43.2,610,-,553,17.4,28,-,665,-,595,593882,Ohio,"$20,700","$9,746","$39,500",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,40.8615854,-82.32182645
610,610,611,> 600,Ball State University,30.3-43.2,611,-,517,17.5,16,-,676,-,692,592469,Indiana,"$25,942","$10,034","$39,767",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,40.20978805,-85.41120882
611,611,612,> 600,Bemidji State University,30.3-43.2,612,-,735,15.9,332,-,625,-,656,593105,Minnesota,"$8,678","$8,162","$39,700",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,47.4850208,-94.87407843
612,612,613,> 600,Benedictine College,30.3-43.2,613,-,599,16.4,201,-,525,-,793,592619,Kansas,"$28,480","$9,900","$39,600",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,39.57459855,-95.11302356
613,613,614,> 600,Bloomsburg University of Pennsylvania,30.3-43.2,614,-,696,-,499,-,545,-,596,594137,Pennsylvania,"$21,980","$9,430","$44,033",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.00889635,-76.44714038
614,614,615,> 600,Boise State University,30.3-43.2,615,-,662,16.7,135,-,777,-,587,592313,Idaho,"$22,642","$10,042","$36,267",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.604728200000004,-116.20394950000001
615,615,616,> 600,Bowling Green State University,30.3-43.2,616,-,614,17.6,11,-,666,-,545,593891,Ohio,"$18,593","$8,898","$39,567",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,41.381055700000005,-83.62967370000001
616,616,617,> 600,University of Bridgeport,30.3-43.2,617,-,615,-,715,-,744,8.5,19,592094,Connecticut,"$32,250","$13,590","$42,633",0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,41.16486629999999,-73.1902529
617,617,618,> 600,Bridgewater College,30.3-43.2,618,-,554,-,782,-,555,-,528,594785,Virginia,"$33,820","$12,440","$41,467",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,38.37724779999999,-78.9715026
618,618,619,> 600,Bridgewater State University,30.3-43.2,619,-,782,-,742,-,626,-,425,592883,Massachusetts,"$16,152","$12,750","$43,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,41.9882888,-70.96357989
619,619,620,> 600,CUNY John Jay College of Criminal Justice,30.3-43.2,620,-,592,-,699,-,684,8.0,47,593516,New York,"$14,460","$20,007","$43,300",0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,40.770723700000005,-73.98923420000001
620,620,621,> 600,CUNY College of Staten Island,30.3-43.2,621,-,663,-,700,-,640,7.8,59,593507,New York,"$14,480","$17,850","$40,767",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,40.6021388,-74.1503817
621,621,622,> 600,California Baptist University,30.3-43.2,622,-,684,17.2,50,-,695,7.8,60,591875,California,"$32,256","$8,630","$41,200",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,33.9283239,-117.4259206
622,622,623,> 600,California University of Pennsylvania,30.3-43.2,623,-,729,-,716,-,711,-,556,594149,Pennsylvania,"$15,326","$10,166","$39,733",0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,40.06440075,-79.88442144
623,623,624,> 600,Carroll University,30.3-43.2,624,-,622,16.1,290,-,607,-,731,594962,Wisconsin,"$31,144","$9,494","$42,300",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,43.00395265,-88.22926409
624,624,625,> 600,Carthage College,30.3-43.2,625,-,480,-,566,-,600,-,693,594965,Wisconsin,"$41,950","$11,600","$44,133",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,42.6228148,-87.82233557
625,625,626,> 600,Centenary University,30.3-43.2,626,-,555,-,772,-,560,-,467,593384,New Jersey,"$32,580","$11,110","$43,567",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,40.8470669,-74.83510072
626,626,627,> 600,Central Michigan University,30.3-43.2,627,-,647,17.3,39,-,697,-,513,593036,Michigan,"$22,881","$9,736","$40,633",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,43.58354995,-84.77464036
627,627,628,> 600,University of Central Missouri,30.3-43.2,628,-,644,16.4,206,-,668,-,557,593213,Missouri,"$14,150","$8,644","$37,100",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,38.75751565,-93.74083106
628,628,629,> 600,University of Central Oklahoma,30.3-43.2,629,-,714,17.2,52,-,669,6.3,207,594029,Oklahoma,"$17,447","$7,970","$38,500",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,35.65573025,-97.47032859
629,629,630,> 600,Christopher Newport University,30.3-43.2,630,-,605,-,751,-,438,-,732,594788,Virginia,"$25,850","$11,224","$44,333",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,37.0637523,-76.49561542
630,630,631,> 600,Clarion University of Pennsylvania,30.3-43.2,631,-,667,-,506,-,786,-,641,594167,Pennsylvania,"$15,586","$11,520","$37,233",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.2099684,-79.37779992
631,631,632,> 600,Clark Atlanta University,30.3-43.2,632,-,711,-,701,-,760,6.2,217,592220,Georgia,"$21,892","$10,878","$34,650",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,33.7507255,-84.41155405
632,632,633,> 600,Coastal Carolina University,30.3-43.2,633,-,525,-,440,-,723,-,491,595247,South Carolina,"$25,872","$9,414","$37,300",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,33.795329200000005,-79.01271035
633,633,634,> 600,University of Colorado Colorado Springs,30.3-43.2,634,-,639,-,666,-,685,5.0,372,592061,Colorado,"$19,498","$10,400","$41,867",0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,38.892493200000004,-104.7996978
634,634,635,> 600,Colorado Mesa University,30.3-43.2,635,-,799,-,545,-,763,-,589,592070,Colorado,"$20,330","$10,735","$35,600",0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,39.082192799999994,-108.55602879999999
635,635,636,> 600,Columbia College Chicago,30.3-43.2,636,-,481,-,546,-,791,5.4,321,592343,Illinois,"$26,474","$13,630","$33,600",0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,41.8742404,-87.6247913
636,636,637,> 600,Columbus State University,30.3-43.2,637,-,685,-,567,-,798,6.7,153,592232,Georgia,"$16,920","$10,550","$35,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,32.5020245,-84.94158331
637,637,638,> 600,Concordia University Irvine,30.3-43.2,638,-,770,-,642,-,455,5.8,267,591935,California,"$34,100","$10,960","$44,400",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,33.65386955,-117.81091550000001
638,638,639,> 600,Corban University,30.3-43.2,639,-,632,-,667,-,659,-,733,594110,Oregon,"$31,640","$10,060","$36,400",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,44.884125700000006,-122.9544422
639,639,640,> 600,Cornerstone University,30.3-43.2,640,-,761,-,441,-,759,-,529,593054,Michigan,"$27,520","$9,030","$35,833",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,42.98088915,-85.59574235
640,640,641,> 600,Curry College,30.3-43.2,641,14.5,340,-,788,-,677,-,612,592889,Massachusetts,"$38,596","$14,735","$45,500",0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,42.2378786,-71.11471155
641,641,642,> 600,D'Youville College,30.3-43.2,642,16.7,231,-,621,-,792,-,658,593534,New York,"$25,870","$11,808","$47,567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9032425,-78.89059568
642,642,643,> 600,Delaware Valley University,30.3-43.2,643,-,591,-,684,-,738,-,659,594170,Pennsylvania,"$38,000","$13,950","$40,500",0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,40.29314845,-75.15994121
643,643,644,> 600,Drury University,30.3-43.2,644,-,577,16.5,184,-,780,-,530,593216,Missouri,"$27,015","$8,036","$31,800",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,37.2182356,-93.28464721
644,644,645,> 600,University of Dubuque,30.3-43.2,645,-,541,-,509,-,703,5.6,295,592580,Iowa,"$29,710","$9,450","$38,433",0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,42.495065000000004,-90.69653904
645,645,646,> 600,East Central University,30.3-43.2,646,-,771,-,669,-,609,6.7,155,594032,Oklahoma,"$15,720","$6,730","$35,467",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,34.77281745,-96.66141628
646,646,647,> 600,East Stroudsburg University,30.3-43.2,647,-,787,-,593,-,583,5.6,296,594179,Pennsylvania,"$21,536","$8,792","$43,633",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,40.9979175,-75.17268177
647,647,648,> 600,East Tennessee State University,30.3-43.2,648,-,423,-,472,-,671,-,571,594524,Tennessee,"$26,463","$7,952","$34,833",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,36.3022214,-82.36945751
648,648,649,> 600,Eastern Kentucky University,30.3-43.2,649,-,568,16.7,140,-,762,-,642,592661,Kentucky,"$19,144","$9,728","$35,000",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,37.734161900000004,-84.30119845
649,649,650,> 600,Eastern Michigan University,30.3-43.2,650,-,738,16.1,292,-,769,5.8,268,593045,Michigan,"$29,200","$9,854","$37,967",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,42.25224625,-83.62456152
650,650,651,> 600,Eastern Washington University,30.3-43.2,651,-,751,-,445,-,429,5.8,269,594866,Washington,"$23,862","$11,493","$42,200",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,47.49143095,-117.58590149999999
651,651,652,> 600,Edinboro University,30.3-43.2,652,-,633,-,685,-,799,-,660,594185,Pennsylvania,"$14,668","$11,219","$35,000",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.8729751,-80.12049606
652,652,653,> 600,Endicott College,30.3-43.2,653,-,640,16.0,316,-,450,-,682,592901,Massachusetts,"$32,154","$14,900","$49,267",0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,42.55406905,-70.84413662
653,653,654,> 600,Evangel University,30.3-43.2,654,-,701,16.3,233,-,704,-,756,593219,Missouri,"$22,745","$8,196","$34,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,37.22175245,-93.26497164
654,654,655,> 600,Fairleigh Dickinson University,30.3-43.2,655,-,512,-,796,-,715,7.0,122,593390,New Jersey,"$39,446","$13,086","$48,000",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,40.89808505,-74.03071414
655,655,656,> 600,Ferris State University,30.3-43.2,656,-,641,16.7,141,-,534,-,613,593048,Michigan,"$18,570","$9,894","$42,900",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,43.6828521,-85.48361918
656,656,657,> 600,University of Findlay,30.3-43.2,657,-,537,17.0,81,-,641,-,661,593918,Ohio,"$33,320","$9,720","$41,833",0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,41.0535031,-83.65434269
657,657,658,> 600,Fitchburg State University,30.3-43.2,658,-,600,-,624,-,686,-,441,592904,Massachusetts,"$16,235","$10,676","$42,700",0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,42.5882202,-71.79000657
658,658,659,> 600,Flagler College,30.3-43.2,659,-,677,-,473,-,577,-,662,592166,Florida,"$18,200","$10,680","$37,500",0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,29.89339515,-81.32070182
659,659,660,> 600,Florida Agricultural and Mechanical University,30.3-43.2,660,-,594,-,474,-,698,6.0,246,592160,Florida,"$17,725","$10,594","$36,267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.4227425,-84.28759934
660,660,661,> 600,Florida Gulf Coast University,30.3-43.2,661,-,784,15.9,345,-,487,5.3,337,595112,Florida,"$25,162","$9,672","$41,500",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,26.4635374,-81.7740166
661,661,662,> 600,Florida Southern College,30.3-43.2,662,-,518,-,412,-,662,-,471,592172,Florida,"$34,774","$11,204","$39,733",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,28.0304561,-81.94554251
662,662,663,> 600,Framingham State University,30.3-43.2,663,-,648,-,762,-,667,5.0,373,592907,Massachusetts,"$16,000","$11,820","$45,433",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,42.29777915,-71.43730638
663,663,664,> 600,Franciscan University of Steubenville,30.3-43.2,664,-,486,-,625,-,513,-,768,593993,Ohio,"$26,430","$8,400","$36,267",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,40.376754999999996,-80.62193142
664,664,665,> 600,Franklin Pierce University,30.3-43.2,665,-,471,-,743,-,678,-,694,593351,New Hampshire,"$34,995","$13,082","$38,067",0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,42.7793366,-72.0558917
665,665,666,> 600,Freed-Hardeman University,30.3-43.2,666,-,569,-,447,-,741,-,795,594527,Tennessee,"$21,950","$7,950","$36,500",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,35.43928435,-88.63763389
666,666,667,> 600,Georgia Southern University,30.3-43.2,667,-,725,16.2,256,-,618,5.5,314,592250,Georgia,"$17,142","$9,650","$40,567",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,32.42143805,-81.78450529
667,667,668,> 600,Georgia College & State University,30.3-43.2,668,-,723,-,513,-,604,-,614,592247,Georgia,"$28,060","$12,538","$39,567",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,33.082087300000005,-83.2307102
668,668,669,> 600,Grand Valley State University,30.3-43.2,669,-,671,17.3,41,-,619,-,621,593057,Michigan,"$17,376","$9,150","$41,067",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,42.96351755,-85.88623554
669,669,670,> 600,Harding University,30.3-43.2,670,-,532,17.5,21,-,650,-,738,591845,Arkansas,"$19,190","$6,894","$39,167",0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,35.2470295,-91.7270818
670,670,671,> 600,Heidelberg University,30.3-43.2,671,-,435,-,516,-,800,-,714,593921,Ohio,"$30,200","$10,200","$37,400",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,41.11442525,-83.16686667
671,671,672,> 600,Huntington University,30.3-43.2,672,14.6,333,16.1,294,-,745,-,739,592499,Indiana,"$25,540","$8,456","$34,867",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,40.8981885,-85.4991512
672,672,673,> 600,Indiana University of Pennsylvania,30.3-43.2,673,-,595,15.8,380,-,746,-,455,594215,Pennsylvania,"$17,271","$12,328","$39,067",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,40.615862799999995,-79.16000437
673,673,674,> 600,Indiana University-Purdue University Fort Wayne,30.3-43.2,674,-,634,-,647,-,795,-,443,592502,Indiana,"$20,005","$9,345","$35,633",0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,41.12566795,-85.09880056
674,674,675,> 600,Indiana University Southeast,30.3-43.2,675,-,629,-,552,-,730,-,535,592526,Indiana,"$19,038","$9,724","$35,867",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,38.34366745,-85.81964118
675,675,676,> 600,Indiana State University,30.3-43.2,676,-,724,15.8,381,-,764,5.4,323,592514,Indiana,"$19,452","$9,988","$37,233",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,39.4703727,-87.40819676
676,676,677,> 600,Johnson & Wales University-Charlotte,30.3-43.2,677,-,731,-,773,-,787,6.6,173,595148,North Carolina,"$31,158","$12,834","$36,900",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35.2329899,-80.85115943
677,677,678,> 600,Johnson & Wales University-Denver,30.3-43.2,678,-,706,-,783,-,788,-,444,595121,Colorado,"$31,158","$11,835","$36,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25.894444399999998,-80.165
678,678,679,> 600,Johnson & Wales University-North Miami,30.3-43.2,679,-,747,-,763,-,789,9.0,4,595094,Florida,"$31,158","$11,835","$36,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25.894444399999998,-80.165
679,679,680,> 600,Johnson & Wales University-Providence,30.3-43.2,680,-,743,-,719,-,747,5.6,298,594407,Rhode Island,"$31,158","$13,809","$36,900",0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,41.82202695,-71.41122583
680,680,681,> 600,Keene State College,30.3-43.2,681,-,566,16.1,296,-,614,-,786,593360,New Hampshire,"$22,614","$10,666","$41,033",0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,42.9255615,-72.2802618
681,681,682,> 600,Kennesaw State University,30.3-43.2,682,-,767,-,452,-,602,6.4,193,592253,Georgia,"$17,328","$11,467",,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,34.038923100000005,-84.58318158
