,Unnamed: 0,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science,latitude,longitude
774,774,775,> 600,Webster University,30.3-43.2,775,-,540,16.4,222,-,681,5.0,391,593282,Missouri,"$27,100","$11,050","$41,300",0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,38.5892883,-90.3437667
775,775,776,> 600,West Chester University,30.3-43.2,776,-,734,15.9,366,16.9,390,-,608,594392,Pennsylvania,"$21,590","$12,942","$47,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,39.9519084,-75.59729474
776,776,777,> 600,University of West Florida,30.3-43.2,777,-,769,16.2,283,-,538,5.8,279,592205,Florida,"$18,658","$9,354","$37,100",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,30.54961245,-87.21728688
777,777,778,> 600,University of West Georgia,30.3-43.2,778,-,773,-,696,-,782,5.9,265,592301,Georgia,"$17,010","$9,444","$37,500",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,33.575049299999996,-85.10336012
778,778,779,> 600,West Liberty University,30.3-43.2,779,-,748,-,615,-,700,-,745,594938,West Virginia,"$15,020","$9,320","$34,800",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,40.1638794,-80.59992867
779,779,780,> 600,Western Carolina University,30.3-43.2,780,-,646,17.1,75,-,637,-,609,593864,North Carolina,"$17,290","$9,553","$36,567",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,35.3100146,-83.19904022
780,780,781,> 600,Western Connecticut State University,30.3-43.2,781,-,459,-,713,-,740,6.0,251,592127,Connecticut,"$23,107","$12,417","$43,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,41.40049545,-73.44502465
781,781,782,> 600,Western Kentucky University,30.3-43.2,782,-,613,17.0,92,-,768,-,478,592694,Kentucky,"$25,512","$8,350","$34,100",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,36.984531700000005,-86.4576443
782,782,783,> 600,Western Oregon University,30.3-43.2,783,-,604,-,738,-,737,5.5,320,594116,Oregon,"$25,653","$10,203","$38,633",0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,44.853131899999994,-123.24150470000001
783,783,784,> 600,Westfield State University,30.3-43.2,784,-,688,-,759,-,453,-,502,592997,Massachusetts,"$15,795","$10,689","$44,300",0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,42.13396735,-72.7993918
784,784,785,> 600,Wichita State University,30.3-43.2,785,-,689,-,616,-,701,5.6,308,592640,Kansas,"$17,390","$10,000","$39,767",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,37.71918,-97.2933776
785,785,786,> 600,Wingate University,30.3-43.2,786,-,497,-,638,-,707,-,424,593858,North Carolina,"$31,120","$10,780","$40,467",0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,34.9871011,-80.43731492
786,786,787,> 600,Winona State University,30.3-43.2,787,-,700,16.1,310,-,500,-,678,593174,Minnesota,"$15,302","$8,730","$43,200",1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,44.0469203,-91.64403771
787,787,788,> 600,Winthrop University,30.3-43.2,788,-,535,15.9,370,-,755,5.1,369,594482,South Carolina,"$29,266","$8,740","$36,100",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,34.93912035,-81.03249240000001
788,788,789,> 600,University of Wisconsin-Eau Claire,30.3-43.2,789,-,745,-,436,-,436,-,639,594995,Wisconsin,"$16,736","$7,506","$44,300",1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,44.79876995,-91.50700141
789,789,790,> 600,University of Wisconsin-Green Bay,30.3-43.2,790,-,766,-,727,-,639,-,584,594998,Wisconsin,"$15,728","$7,306","$39,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,44.532863899999995,-87.92002070000001
790,790,791,> 600,University of Wisconsin-Oshkosh,30.3-43.2,791,-,703,16.1,312,-,657,-,763,595007,Wisconsin,"$15,160","$7,792","$41,367",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,44.02519995,-88.55108667
791,791,792,> 600,University of Wisconsin-Parkside,30.3-43.2,792,-,755,-,785,-,772,6.4,204,595010,Wisconsin,"$15,378","$7,512","$38,100",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,42.6468292,-87.85040547
792,792,793,> 600,University of Wisconsin-Platteville,30.3-43.2,793,-,794,-,587,-,532,-,640,595016,Wisconsin,"$15,386","$7,526","$45,733",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,42.73085395,-90.49514463
793,793,794,> 600,University of Wisconsin-River Falls,30.3-43.2,794,-,756,16.5,198,-,544,-,721,595019,Wisconsin,"$15,586","$7,760","$40,433",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,44.84814275,-92.61935994
794,794,795,> 600,University of Wisconsin-Stevens Point,30.3-43.2,795,-,720,-,538,-,613,-,729,595022,Wisconsin,"$16,476","$7,291","$39,400",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,44.53164045,-89.56946674
795,795,796,> 600,University of Wisconsin-Stout,30.3-43.2,796,-,742,-,562,-,505,-,730,595013,Wisconsin,"$17,423","$6,714","$44,033",1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,44.87149575,-91.9265129
796,796,797,> 600,University of Wisconsin-Whitewater,30.3-43.2,797,-,749,-,469,-,580,-,526,594992,Wisconsin,"$16,235","$6,442","$41,967",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,42.84435955,-88.74366643
797,797,798,> 600,Worcester State University,30.3-43.2,798,-,721,-,740,-,454,5.0,392,593009,Massachusetts,"$15,612","$12,130","$46,200",0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,42.26771945,-71.84270163
798,798,799,> 600,Wright State University,30.3-43.2,799,-,447,-,618,-,732,5.1,370,594011,Ohio,"$17,608","$11,376","$38,667",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,39.78420385,-84.05677987
799,799,800,> 600,York College of Pennsylvania,30.3-43.2,800,-,587,-,470,-,483,-,754,594401,Pennsylvania,"$19,430","$10,830","$48,633",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,39.94714495,-76.72665436
800,800,801,> 600,Youngstown State University,30.3-43.2,801,-,690,16.6,178,-,796,-,479,594017,Ohio,"$8,811","$9,090","$34,500",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,41.1067218,-80.64775416
