name,latitude,longitude
Eastern Kentucky University,37.7341619,-84.30119845
Eastern Michigan University,42.25224625,-83.62456152
Eastern Washington University,47.49143095,-117.5859015
Edinboro University,41.8729751,-80.12049606
Endicott College,42.55406905,-70.84413662
Evangel University,37.22175245,-93.26497164
Fairleigh Dickinson University,40.89808505,-74.03071414
Ferris State University,43.6828521,-85.48361918
University of Findlay,41.0535031,-83.65434269
Fitchburg State University,42.5882202,-71.79000657
Flagler College,29.89339515,-81.32070182
Florida Agricultural and Mechanical University,30.4227425,-84.28759934
Florida Gulf Coast University,26.4635374,-81.7740166
Florida Southern College,28.0304561,-81.94554251
Framingham State University,42.29777915,-71.43730638
Franciscan University of Steubenville,40.376755,-80.62193142
Franklin Pierce University,42.7793366,-72.0558917
Freed-Hardeman University,35.43928435,-88.63763389
Georgia Southern University,32.42143805,-81.78450529
Georgia College & State University,33.0820873,-83.2307102
Grand Valley State University,42.96351755,-85.88623554
Harding University,35.2470295,-91.7270818
Heidelberg University,41.11442525,-83.16686667
Huntington University,40.898188499999996,-85.4991512
Indiana University of Pennsylvania,40.6158628,-79.16000437
Indiana University-Purdue University Fort Wayne,41.12566795,-85.09880056
Indiana University Southeast,38.34366745,-85.81964118
Indiana State University,39.4703727,-87.40819676
Johnson & Wales University-Charlotte,35.2329899,-80.85115943
Johnson & Wales University-Denver,25.8944444,-80.165
Johnson & Wales University-North Miami,25.8944444,-80.165
Johnson & Wales University-Providence,41.82202695,-71.41122583
Keene State College,42.9255615,-72.2802618
Kennesaw State University,34.0389231,-84.58318158
Kent State University at Kent,41.1443525,-81.33982833
Kutztown University of Pennsylvania,40.5098059,-75.78098829
Lancaster Bible College,40.0752884,-76.28808852
Lasell University,42.34105545,-71.24868233
Lee University,35.1666651,-84.86900077
Lenoir-Rhyne University,35.74174755,-81.32675813
Lindenwood University,38.5230861,-90.01096
Lock Haven University,41.1410173,-77.4629759
University of Louisiana at Lafayette,30.21928995,-92.04138304
Louisiana Tech University,32.53293055,-92.65086423
The University of Maine,43.6814689,-70.4469965
Mansfield University of Pennsylvania,41.80430205,-77.069778
Marshall University,38.42388975,-82.42656747
University of Mary Hardin-Baylor,31.06868225,-97.46482937
Marymount Manhattan College,40.7687028,-73.9597556
Maryville University,38.64599875,-90.50449096
Marywood University,41.4345694,-75.63250168
Mercy College,41.02157925,-73.87441805
Metropolitan State University of Denver,39.7434647,-105.0043402
Middle Tennessee State University,35.84860085,-86.36090043
Millersville University,39.99764515,-76.35195286
University of Minnesota Duluth,46.8203898,-92.08527412
Minnesota State University-Mankato,44.1455476,-93.99775489
Minnesota State University Moorhead,46.8672113,-96.75641238
Mississippi College,32.3354174,-90.33188238
Missouri State University-Springfield,37.2017202,-93.28077136
Monmouth University,40.27941055,-74.0068022
University of Montana,46.86107195,-113.985134
Montana State University,45.6638238,-111.0793043
University of Montevallo,33.1060774,-86.86523752
Morehead State University,38.1867483,-83.4332396
Murray State University,36.6129699,-88.322088
University of New Orleans,30.0281791,-90.06662538
Niagara University,43.13755555,-79.03751256
North Carolina Agricultural and Technical State University,36.0781271,-79.77054699
North Carolina Central University,35.97320905,-78.89755054
University of North Carolina Wilmington,34.223874,-77.8696036
North Central University,44.9688959,-93.2618548
University of Northern Colorado,40.40650015,-104.6933275
Northern Kentucky University,39.03515105,-84.46553276
Northern Michigan University,46.5613808,-87.41048012
Northwest Missouri State University,40.35422615,-94.88624744
Oakland University,42.66663325,-83.20655752
Oklahoma Christian University,35.6127098,-97.47031966
Olivet College,42.4406147,-84.92375164
Olivet Nazarene University,41.155315,-87.8744887
Oral Roberts University,36.0508252,-95.95213553
Our Lady of the Lake University,29.42700265,-98.54353418
Palm Beach Atlantic University,26.7048899,-80.05085158
Penn State Altoona,40.54122875,-78.4092511
Penn State Behrend,42.1197381,-79.98343407
Pennsylvania College of Technology,41.2360641,-77.027549
University of Pittsburgh-Bradford,41.9448725,-78.6722185
University of Pittsburgh-Greensburg,40.2765907,-79.5316253
University of Pittsburgh-Johnstown,40.2674464,-78.8340173
Plymouth State University,43.7595017,-71.6891044
Point Park University,40.4386483,-80.00176993
Radford University,37.13702415,-80.54996124
Rhode Island College,41.84159615,-71.46287021
SUNY Alfred State College,42.25612555,-77.79791362
SUNY Farmingdale State College,40.7527943,-73.42815192
SUNY Purchase College,41.0476826,-73.70235629
Saginaw Valley State University,43.5132238,-83.965027
The College of Saint Rose,42.6634258,-73.78582895
Salem State University,42.50461785,-70.89403762
Savannah College of Art and Design,32.073,-81.094
Shippensburg University,40.06213705,-77.52174092
Slippery Rock University,41.06619805,-80.04040787
University of South Alabama,30.6970263,-88.18086276
University of South Dakota,42.78882465,-96.92459624
Southeast Missouri State University,37.3177704,-89.52854269
Southeastern Louisiana University,30.5182254,-90.46881486
Southern University and A&M College,30.52549095,-91.19474632
Southern Connecticut State University,41.33421815,-72.94482438
University of Southern Indiana,37.962266,-87.6764037
University of Southern Maine,43.66213935,-70.27521966
Southern Utah University,37.67529935,-113.073184
St Cloud State University,45.54781165,-94.15122846
University of St Francis,41.08677275,-85.17890825
Stephen F. Austin State University,31.62355395,-94.64344494
University of Tampa,27.9461314,-82.4654237
The University of Tennessee-Chattanooga,35.0470904,-85.29825703
The University of Tennessee-Martin,35.9516352,-83.93088188
Texas A&M University-Commerce,33.23999105,-95.91825277
Texas A&M University-Corpus Christi,27.71275135,-97.32338771
The University of Texas at San Antonio,29.58333105,-98.61944505
Touro College,40.606913,-73.9621683
Trine University,41.63111405,-85.01059822
Utah Valley University,40.2793818,-111.7178634
Valdosta State University,30.8471471,-83.288946
Vanguard University,33.6619658,-117.9021546
Weber State University,41.19294715,-111.939693
Webster University,38.5892883,-90.3437667
West Chester University,39.9519084,-75.59729474
University of West Florida,30.54961245,-87.21728688
University of West Georgia,33.5750493,-85.10336012
West Liberty University,40.1638794,-80.59992867
Western Carolina University,35.3100146,-83.19904022
Western Connecticut State University,41.40049545,-73.44502465
Western Kentucky University,36.9845317,-86.4576443
Western Oregon University,44.8531319,-123.2415047
Westfield State University,42.13396735,-72.7993918
Wichita State University,37.71918,-97.2933776
Wingate University,34.9871011,-80.43731492
Winona State University,44.0469203,-91.64403771
Winthrop University,34.93912035,-81.0324924
University of Wisconsin-Eau Claire,44.79876995,-91.50700141
University of Wisconsin-Green Bay,44.5328639,-87.9200207
University of Wisconsin-Oshkosh,44.02519995,-88.55108667
University of Wisconsin-Parkside,42.6468292,-87.85040547
University of Wisconsin-Platteville,42.73085395,-90.49514463
University of Wisconsin-River Falls,44.84814275,-92.61935994
University of Wisconsin-Stevens Point,44.53164045,-89.56946674
University of Wisconsin-Stout,44.87149575,-91.9265129
University of Wisconsin-Whitewater,42.84435955,-88.74366643
Worcester State University,42.26771945,-71.84270163
Wright State University,39.78420385,-84.05677987
York College of Pennsylvania,39.94714495,-76.72665436
Youngstown State University,41.1067218,-80.64775416
